Unidade Geográfica;Tema;Nome Indicador + Unidade de Medida ;Ano;Abrangência Geografica;Botao;Redefinir;Nome Curto Indicador;Rede Grupo;regiao_metropolitana;regiao_planejamento;TipoRede;Fonte;regionalizado;Unidade Medida;Valor;valor_adicional1;valor_adicional2
Porteiras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Porteiras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Potengi;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Potengi;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;38;;
Salitre;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Salitre;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;53;;
Tarrafas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Tarrafas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Várzea Alegre;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Várzea Alegre;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;11;;
Abaiara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Abaiara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Altaneira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Altaneira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;13;;
Antonina do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Antonina do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Araripe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Araripe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Assaré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Assaré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Aurora;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Aurora;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Barro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Barro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Brejo Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Brejo Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1404;;
Campos Sales;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Campos Sales;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Granjeiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Granjeiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;42;;
Jati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Jati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Lavras da Mangabeira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Lavras da Mangabeira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;69;;
Mauriti;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Mauriti;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;420;;
Milagres;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Milagres;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;722;;
Penaforte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Penaforte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Porteiras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Porteiras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;33;;
Potengi;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Potengi;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Salitre;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Salitre;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jijoca de Jericoacoara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jijoca de Jericoacoara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Marco;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Marco;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Martinópole;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Martinópole;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Morrinhos;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Morrinhos;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Uruoca;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Uruoca;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Acaraú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Acaraú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Barroquinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Barroquinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Bela Cruz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Bela Cruz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Camocim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Camocim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Norte;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Coreaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Coreaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;107;;
Forquilha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Forquilha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;61;;
Frecheirinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Frecheirinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Graça;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Graça;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;19;;
Groaíras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Groaíras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Massapê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Massapê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;31;;
Meruoca;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Meruoca;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Moraújo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Moraújo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;12;;
Mucambo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Mucambo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;206;;
Pacujá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Pacujá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;29;;
Pires Ferreira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Pires Ferreira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Reriutaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Reriutaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;61;;
Santana do Acaraú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Santana do Acaraú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Senador Sá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Senador Sá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;41;;
Sobral;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Sobral;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;104;;
Varjota;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2013;Varjota;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;118;;
Alcântaras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Alcântaras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Cariré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Cariré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Coreaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Coreaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;12;;
Forquilha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Forquilha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Frecheirinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Frecheirinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Graça;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Graça;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Groaíras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Groaíras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Massapê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Massapê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Meruoca;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Meruoca;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Moraújo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Moraújo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Mucambo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Mucambo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Pacujá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Pacujá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Pires Ferreira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Pires Ferreira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Reriutaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Reriutaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Santana do Acaraú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Santana do Acaraú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Senador Sá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Senador Sá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Sobral;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Sobral;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;407;;
Varjota;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2014;Varjota;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Alcântaras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Alcântaras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;783;;
Cariré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Cariré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;35;;
Coreaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Coreaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;246;;
Forquilha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Forquilha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Frecheirinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Frecheirinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;54;;
Graça;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Graça;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Groaíras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Groaíras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Massapê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Massapê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;88;;
Meruoca;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Meruoca;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;231;;
Moraújo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Moraújo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Mucambo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Mucambo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;288;;
Pacujá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Pacujá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Pires Ferreira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Pires Ferreira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;270;;
Reriutaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Reriutaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;792;;
Santana do Acaraú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Santana do Acaraú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;13;;
Senador Sá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Senador Sá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;17;;
Sobral;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Sobral;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1413;;
Varjota;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Varjota;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;278;;
Alcântaras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Alcântaras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Cariré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Cariré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Coreaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Coreaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;24;;
Forquilha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Forquilha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;68;;
Frecheirinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Frecheirinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Graça;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Graça;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Groaíras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Groaíras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
